dataset,base_image,combo,typo,patch,stego,output_path
funsd,funsd_030.png,clean,0,0,0,generated/funsd/clean/funsd_030_clean.png
funsd,funsd_031.png,clean,0,0,0,generated/funsd/clean/funsd_031_clean.png
funsd,funsd_032.png,clean,0,0,0,generated/funsd/clean/funsd_032_clean.png
funsd,funsd_033.png,clean,0,0,0,generated/funsd/clean/funsd_033_clean.png
funsd,funsd_034.png,clean,0,0,0,generated/funsd/clean/funsd_034_clean.png
funsd,funsd_035.png,clean,0,0,0,generated/funsd/clean/funsd_035_clean.png
funsd,funsd_036.png,clean,0,0,0,generated/funsd/clean/funsd_036_clean.png
funsd,funsd_037.png,clean,0,0,0,generated/funsd/clean/funsd_037_clean.png
funsd,funsd_038.png,clean,0,0,0,generated/funsd/clean/funsd_038_clean.png
funsd,funsd_039.png,clean,0,0,0,generated/funsd/clean/funsd_039_clean.png
funsd,funsd_040.png,clean,0,0,0,generated/funsd/clean/funsd_040_clean.png
funsd,funsd_041.png,clean,0,0,0,generated/funsd/clean/funsd_041_clean.png
funsd,funsd_042.png,clean,0,0,0,generated/funsd/clean/funsd_042_clean.png
funsd,funsd_043.png,clean,0,0,0,generated/funsd/clean/funsd_043_clean.png
funsd,funsd_044.png,clean,0,0,0,generated/funsd/clean/funsd_044_clean.png
funsd,funsd_045.png,clean,0,0,0,generated/funsd/clean/funsd_045_clean.png
funsd,funsd_046.png,clean,0,0,0,generated/funsd/clean/funsd_046_clean.png
funsd,funsd_047.png,clean,0,0,0,generated/funsd/clean/funsd_047_clean.png
funsd,funsd_048.png,clean,0,0,0,generated/funsd/clean/funsd_048_clean.png
funsd,funsd_049.png,clean,0,0,0,generated/funsd/clean/funsd_049_clean.png
funsd,funsd_050.png,clean,0,0,0,generated/funsd/clean/funsd_050_clean.png
funsd,funsd_051.png,clean,0,0,0,generated/funsd/clean/funsd_051_clean.png
funsd,funsd_052.png,clean,0,0,0,generated/funsd/clean/funsd_052_clean.png
funsd,funsd_053.png,clean,0,0,0,generated/funsd/clean/funsd_053_clean.png
funsd,funsd_054.png,clean,0,0,0,generated/funsd/clean/funsd_054_clean.png
funsd,funsd_055.png,clean,0,0,0,generated/funsd/clean/funsd_055_clean.png
funsd,funsd_056.png,clean,0,0,0,generated/funsd/clean/funsd_056_clean.png
funsd,funsd_057.png,clean,0,0,0,generated/funsd/clean/funsd_057_clean.png
funsd,funsd_058.png,clean,0,0,0,generated/funsd/clean/funsd_058_clean.png
funsd,funsd_059.png,clean,0,0,0,generated/funsd/clean/funsd_059_clean.png
funsd,funsd_060.png,clean,0,0,0,generated/funsd/clean/funsd_060_clean.png
funsd,funsd_061.png,clean,0,0,0,generated/funsd/clean/funsd_061_clean.png
funsd,funsd_062.png,clean,0,0,0,generated/funsd/clean/funsd_062_clean.png
funsd,funsd_063.png,clean,0,0,0,generated/funsd/clean/funsd_063_clean.png
funsd,funsd_064.png,clean,0,0,0,generated/funsd/clean/funsd_064_clean.png
funsd,funsd_065.png,clean,0,0,0,generated/funsd/clean/funsd_065_clean.png
funsd,funsd_066.png,clean,0,0,0,generated/funsd/clean/funsd_066_clean.png
funsd,funsd_067.png,clean,0,0,0,generated/funsd/clean/funsd_067_clean.png
funsd,funsd_068.png,clean,0,0,0,generated/funsd/clean/funsd_068_clean.png
funsd,funsd_069.png,clean,0,0,0,generated/funsd/clean/funsd_069_clean.png
funsd,funsd_070.png,clean,0,0,0,generated/funsd/clean/funsd_070_clean.png
funsd,funsd_071.png,clean,0,0,0,generated/funsd/clean/funsd_071_clean.png
funsd,funsd_072.png,clean,0,0,0,generated/funsd/clean/funsd_072_clean.png
funsd,funsd_073.png,clean,0,0,0,generated/funsd/clean/funsd_073_clean.png
funsd,funsd_074.png,clean,0,0,0,generated/funsd/clean/funsd_074_clean.png
funsd,funsd_075.png,clean,0,0,0,generated/funsd/clean/funsd_075_clean.png
funsd,funsd_076.png,clean,0,0,0,generated/funsd/clean/funsd_076_clean.png
funsd,funsd_077.png,clean,0,0,0,generated/funsd/clean/funsd_077_clean.png
funsd,funsd_078.png,clean,0,0,0,generated/funsd/clean/funsd_078_clean.png
funsd,funsd_079.png,clean,0,0,0,generated/funsd/clean/funsd_079_clean.png
funsd,funsd_080.png,clean,0,0,0,generated/funsd/clean/funsd_080_clean.png
funsd,funsd_081.png,clean,0,0,0,generated/funsd/clean/funsd_081_clean.png
funsd,funsd_082.png,clean,0,0,0,generated/funsd/clean/funsd_082_clean.png
funsd,funsd_083.png,clean,0,0,0,generated/funsd/clean/funsd_083_clean.png
funsd,funsd_084.png,clean,0,0,0,generated/funsd/clean/funsd_084_clean.png
funsd,funsd_085.png,clean,0,0,0,generated/funsd/clean/funsd_085_clean.png
funsd,funsd_086.png,clean,0,0,0,generated/funsd/clean/funsd_086_clean.png
funsd,funsd_087.png,clean,0,0,0,generated/funsd/clean/funsd_087_clean.png
funsd,funsd_088.png,clean,0,0,0,generated/funsd/clean/funsd_088_clean.png
funsd,funsd_089.png,clean,0,0,0,generated/funsd/clean/funsd_089_clean.png
funsd,funsd_090.png,clean,0,0,0,generated/funsd/clean/funsd_090_clean.png
funsd,funsd_091.png,clean,0,0,0,generated/funsd/clean/funsd_091_clean.png
funsd,funsd_092.png,clean,0,0,0,generated/funsd/clean/funsd_092_clean.png
funsd,funsd_093.png,clean,0,0,0,generated/funsd/clean/funsd_093_clean.png
funsd,funsd_094.png,clean,0,0,0,generated/funsd/clean/funsd_094_clean.png
funsd,funsd_095.png,clean,0,0,0,generated/funsd/clean/funsd_095_clean.png
funsd,funsd_096.png,clean,0,0,0,generated/funsd/clean/funsd_096_clean.png
funsd,funsd_097.png,clean,0,0,0,generated/funsd/clean/funsd_097_clean.png
funsd,funsd_098.png,clean,0,0,0,generated/funsd/clean/funsd_098_clean.png
funsd,funsd_099.png,clean,0,0,0,generated/funsd/clean/funsd_099_clean.png
funsd,funsd_000.png,P,0,1,0,generated/funsd/P/funsd_000_P.png
funsd,funsd_001.png,P,0,1,0,generated/funsd/P/funsd_001_P.png
funsd,funsd_002.png,P,0,1,0,generated/funsd/P/funsd_002_P.png
funsd,funsd_003.png,P,0,1,0,generated/funsd/P/funsd_003_P.png
funsd,funsd_004.png,P,0,1,0,generated/funsd/P/funsd_004_P.png
funsd,funsd_005.png,P,0,1,0,generated/funsd/P/funsd_005_P.png
funsd,funsd_006.png,P,0,1,0,generated/funsd/P/funsd_006_P.png
funsd,funsd_007.png,P,0,1,0,generated/funsd/P/funsd_007_P.png
funsd,funsd_008.png,P,0,1,0,generated/funsd/P/funsd_008_P.png
funsd,funsd_009.png,P,0,1,0,generated/funsd/P/funsd_009_P.png
funsd,funsd_010.png,P,0,1,0,generated/funsd/P/funsd_010_P.png
funsd,funsd_011.png,P,0,1,0,generated/funsd/P/funsd_011_P.png
funsd,funsd_012.png,P,0,1,0,generated/funsd/P/funsd_012_P.png
funsd,funsd_013.png,P,0,1,0,generated/funsd/P/funsd_013_P.png
funsd,funsd_014.png,P,0,1,0,generated/funsd/P/funsd_014_P.png
funsd,funsd_015.png,P,0,1,0,generated/funsd/P/funsd_015_P.png
funsd,funsd_016.png,P,0,1,0,generated/funsd/P/funsd_016_P.png
funsd,funsd_017.png,P,0,1,0,generated/funsd/P/funsd_017_P.png
funsd,funsd_018.png,P,0,1,0,generated/funsd/P/funsd_018_P.png
funsd,funsd_019.png,P,0,1,0,generated/funsd/P/funsd_019_P.png
funsd,funsd_020.png,P,0,1,0,generated/funsd/P/funsd_020_P.png
funsd,funsd_021.png,P,0,1,0,generated/funsd/P/funsd_021_P.png
funsd,funsd_022.png,P,0,1,0,generated/funsd/P/funsd_022_P.png
funsd,funsd_023.png,P,0,1,0,generated/funsd/P/funsd_023_P.png
funsd,funsd_024.png,P,0,1,0,generated/funsd/P/funsd_024_P.png
funsd,funsd_025.png,P,0,1,0,generated/funsd/P/funsd_025_P.png
funsd,funsd_026.png,P,0,1,0,generated/funsd/P/funsd_026_P.png
funsd,funsd_027.png,P,0,1,0,generated/funsd/P/funsd_027_P.png
funsd,funsd_028.png,P,0,1,0,generated/funsd/P/funsd_028_P.png
funsd,funsd_029.png,P,0,1,0,generated/funsd/P/funsd_029_P.png
funsd,funsd_030.png,P,0,1,0,generated/funsd/P/funsd_030_P.png
funsd,funsd_031.png,P,0,1,0,generated/funsd/P/funsd_031_P.png
funsd,funsd_032.png,P,0,1,0,generated/funsd/P/funsd_032_P.png
funsd,funsd_033.png,P,0,1,0,generated/funsd/P/funsd_033_P.png
funsd,funsd_034.png,P,0,1,0,generated/funsd/P/funsd_034_P.png
funsd,funsd_035.png,P,0,1,0,generated/funsd/P/funsd_035_P.png
funsd,funsd_036.png,P,0,1,0,generated/funsd/P/funsd_036_P.png
funsd,funsd_037.png,P,0,1,0,generated/funsd/P/funsd_037_P.png
funsd,funsd_038.png,P,0,1,0,generated/funsd/P/funsd_038_P.png
funsd,funsd_039.png,P,0,1,0,generated/funsd/P/funsd_039_P.png
funsd,funsd_040.png,P,0,1,0,generated/funsd/P/funsd_040_P.png
funsd,funsd_041.png,P,0,1,0,generated/funsd/P/funsd_041_P.png
funsd,funsd_042.png,P,0,1,0,generated/funsd/P/funsd_042_P.png
funsd,funsd_043.png,P,0,1,0,generated/funsd/P/funsd_043_P.png
funsd,funsd_044.png,P,0,1,0,generated/funsd/P/funsd_044_P.png
funsd,funsd_045.png,P,0,1,0,generated/funsd/P/funsd_045_P.png
funsd,funsd_046.png,P,0,1,0,generated/funsd/P/funsd_046_P.png
funsd,funsd_047.png,P,0,1,0,generated/funsd/P/funsd_047_P.png
funsd,funsd_048.png,P,0,1,0,generated/funsd/P/funsd_048_P.png
funsd,funsd_049.png,P,0,1,0,generated/funsd/P/funsd_049_P.png
funsd,funsd_050.png,P,0,1,0,generated/funsd/P/funsd_050_P.png
funsd,funsd_051.png,P,0,1,0,generated/funsd/P/funsd_051_P.png
funsd,funsd_052.png,P,0,1,0,generated/funsd/P/funsd_052_P.png
funsd,funsd_053.png,P,0,1,0,generated/funsd/P/funsd_053_P.png
funsd,funsd_054.png,P,0,1,0,generated/funsd/P/funsd_054_P.png
funsd,funsd_055.png,P,0,1,0,generated/funsd/P/funsd_055_P.png
funsd,funsd_056.png,P,0,1,0,generated/funsd/P/funsd_056_P.png
funsd,funsd_057.png,P,0,1,0,generated/funsd/P/funsd_057_P.png
funsd,funsd_058.png,P,0,1,0,generated/funsd/P/funsd_058_P.png
funsd,funsd_059.png,P,0,1,0,generated/funsd/P/funsd_059_P.png
funsd,funsd_060.png,P,0,1,0,generated/funsd/P/funsd_060_P.png
funsd,funsd_061.png,P,0,1,0,generated/funsd/P/funsd_061_P.png
funsd,funsd_062.png,P,0,1,0,generated/funsd/P/funsd_062_P.png
funsd,funsd_063.png,P,0,1,0,generated/funsd/P/funsd_063_P.png
funsd,funsd_064.png,P,0,1,0,generated/funsd/P/funsd_064_P.png
funsd,funsd_065.png,P,0,1,0,generated/funsd/P/funsd_065_P.png
funsd,funsd_066.png,P,0,1,0,generated/funsd/P/funsd_066_P.png
funsd,funsd_067.png,P,0,1,0,generated/funsd/P/funsd_067_P.png
funsd,funsd_068.png,P,0,1,0,generated/funsd/P/funsd_068_P.png
funsd,funsd_069.png,P,0,1,0,generated/funsd/P/funsd_069_P.png
funsd,funsd_070.png,P,0,1,0,generated/funsd/P/funsd_070_P.png
funsd,funsd_071.png,P,0,1,0,generated/funsd/P/funsd_071_P.png
funsd,funsd_072.png,P,0,1,0,generated/funsd/P/funsd_072_P.png
funsd,funsd_073.png,P,0,1,0,generated/funsd/P/funsd_073_P.png
funsd,funsd_074.png,P,0,1,0,generated/funsd/P/funsd_074_P.png
funsd,funsd_075.png,P,0,1,0,generated/funsd/P/funsd_075_P.png
funsd,funsd_076.png,P,0,1,0,generated/funsd/P/funsd_076_P.png
funsd,funsd_077.png,P,0,1,0,generated/funsd/P/funsd_077_P.png
funsd,funsd_078.png,P,0,1,0,generated/funsd/P/funsd_078_P.png
funsd,funsd_079.png,P,0,1,0,generated/funsd/P/funsd_079_P.png
funsd,funsd_080.png,P,0,1,0,generated/funsd/P/funsd_080_P.png
funsd,funsd_081.png,P,0,1,0,generated/funsd/P/funsd_081_P.png
funsd,funsd_082.png,P,0,1,0,generated/funsd/P/funsd_082_P.png
funsd,funsd_083.png,P,0,1,0,generated/funsd/P/funsd_083_P.png
funsd,funsd_084.png,P,0,1,0,generated/funsd/P/funsd_084_P.png
funsd,funsd_085.png,P,0,1,0,generated/funsd/P/funsd_085_P.png
funsd,funsd_086.png,P,0,1,0,generated/funsd/P/funsd_086_P.png
funsd,funsd_087.png,P,0,1,0,generated/funsd/P/funsd_087_P.png
funsd,funsd_088.png,P,0,1,0,generated/funsd/P/funsd_088_P.png
funsd,funsd_089.png,P,0,1,0,generated/funsd/P/funsd_089_P.png
funsd,funsd_090.png,P,0,1,0,generated/funsd/P/funsd_090_P.png
funsd,funsd_091.png,P,0,1,0,generated/funsd/P/funsd_091_P.png
funsd,funsd_092.png,P,0,1,0,generated/funsd/P/funsd_092_P.png
funsd,funsd_093.png,P,0,1,0,generated/funsd/P/funsd_093_P.png
funsd,funsd_094.png,P,0,1,0,generated/funsd/P/funsd_094_P.png
funsd,funsd_095.png,P,0,1,0,generated/funsd/P/funsd_095_P.png
funsd,funsd_096.png,P,0,1,0,generated/funsd/P/funsd_096_P.png
funsd,funsd_097.png,P,0,1,0,generated/funsd/P/funsd_097_P.png
funsd,funsd_098.png,P,0,1,0,generated/funsd/P/funsd_098_P.png
funsd,funsd_099.png,P,0,1,0,generated/funsd/P/funsd_099_P.png
funsd,funsd_000.png,T,1,0,0,generated/funsd/T/funsd_000_T.png
funsd,funsd_001.png,T,1,0,0,generated/funsd/T/funsd_001_T.png
funsd,funsd_002.png,T,1,0,0,generated/funsd/T/funsd_002_T.png
funsd,funsd_003.png,T,1,0,0,generated/funsd/T/funsd_003_T.png
funsd,funsd_004.png,T,1,0,0,generated/funsd/T/funsd_004_T.png
funsd,funsd_005.png,T,1,0,0,generated/funsd/T/funsd_005_T.png
funsd,funsd_006.png,T,1,0,0,generated/funsd/T/funsd_006_T.png
funsd,funsd_007.png,T,1,0,0,generated/funsd/T/funsd_007_T.png
funsd,funsd_008.png,T,1,0,0,generated/funsd/T/funsd_008_T.png
funsd,funsd_009.png,T,1,0,0,generated/funsd/T/funsd_009_T.png
funsd,funsd_010.png,T,1,0,0,generated/funsd/T/funsd_010_T.png
funsd,funsd_011.png,T,1,0,0,generated/funsd/T/funsd_011_T.png
funsd,funsd_012.png,T,1,0,0,generated/funsd/T/funsd_012_T.png
funsd,funsd_013.png,T,1,0,0,generated/funsd/T/funsd_013_T.png
funsd,funsd_014.png,T,1,0,0,generated/funsd/T/funsd_014_T.png
funsd,funsd_015.png,T,1,0,0,generated/funsd/T/funsd_015_T.png
funsd,funsd_016.png,T,1,0,0,generated/funsd/T/funsd_016_T.png
funsd,funsd_017.png,T,1,0,0,generated/funsd/T/funsd_017_T.png
funsd,funsd_018.png,T,1,0,0,generated/funsd/T/funsd_018_T.png
funsd,funsd_019.png,T,1,0,0,generated/funsd/T/funsd_019_T.png
funsd,funsd_020.png,T,1,0,0,generated/funsd/T/funsd_020_T.png
funsd,funsd_021.png,T,1,0,0,generated/funsd/T/funsd_021_T.png
funsd,funsd_022.png,T,1,0,0,generated/funsd/T/funsd_022_T.png
funsd,funsd_023.png,T,1,0,0,generated/funsd/T/funsd_023_T.png
funsd,funsd_024.png,T,1,0,0,generated/funsd/T/funsd_024_T.png
funsd,funsd_025.png,T,1,0,0,generated/funsd/T/funsd_025_T.png
funsd,funsd_026.png,T,1,0,0,generated/funsd/T/funsd_026_T.png
funsd,funsd_027.png,T,1,0,0,generated/funsd/T/funsd_027_T.png
funsd,funsd_028.png,T,1,0,0,generated/funsd/T/funsd_028_T.png
funsd,funsd_029.png,T,1,0,0,generated/funsd/T/funsd_029_T.png
funsd,funsd_030.png,T,1,0,0,generated/funsd/T/funsd_030_T.png
funsd,funsd_031.png,T,1,0,0,generated/funsd/T/funsd_031_T.png
funsd,funsd_032.png,T,1,0,0,generated/funsd/T/funsd_032_T.png
funsd,funsd_033.png,T,1,0,0,generated/funsd/T/funsd_033_T.png
funsd,funsd_034.png,T,1,0,0,generated/funsd/T/funsd_034_T.png
funsd,funsd_035.png,T,1,0,0,generated/funsd/T/funsd_035_T.png
funsd,funsd_036.png,T,1,0,0,generated/funsd/T/funsd_036_T.png
funsd,funsd_037.png,T,1,0,0,generated/funsd/T/funsd_037_T.png
funsd,funsd_038.png,T,1,0,0,generated/funsd/T/funsd_038_T.png
funsd,funsd_039.png,T,1,0,0,generated/funsd/T/funsd_039_T.png
funsd,funsd_040.png,T,1,0,0,generated/funsd/T/funsd_040_T.png
funsd,funsd_041.png,T,1,0,0,generated/funsd/T/funsd_041_T.png
funsd,funsd_042.png,T,1,0,0,generated/funsd/T/funsd_042_T.png
funsd,funsd_043.png,T,1,0,0,generated/funsd/T/funsd_043_T.png
funsd,funsd_044.png,T,1,0,0,generated/funsd/T/funsd_044_T.png
funsd,funsd_045.png,T,1,0,0,generated/funsd/T/funsd_045_T.png
funsd,funsd_046.png,T,1,0,0,generated/funsd/T/funsd_046_T.png
funsd,funsd_047.png,T,1,0,0,generated/funsd/T/funsd_047_T.png
funsd,funsd_048.png,T,1,0,0,generated/funsd/T/funsd_048_T.png
funsd,funsd_049.png,T,1,0,0,generated/funsd/T/funsd_049_T.png
funsd,funsd_050.png,T,1,0,0,generated/funsd/T/funsd_050_T.png
funsd,funsd_051.png,T,1,0,0,generated/funsd/T/funsd_051_T.png
funsd,funsd_052.png,T,1,0,0,generated/funsd/T/funsd_052_T.png
funsd,funsd_053.png,T,1,0,0,generated/funsd/T/funsd_053_T.png
funsd,funsd_054.png,T,1,0,0,generated/funsd/T/funsd_054_T.png
funsd,funsd_055.png,T,1,0,0,generated/funsd/T/funsd_055_T.png
funsd,funsd_056.png,T,1,0,0,generated/funsd/T/funsd_056_T.png
funsd,funsd_057.png,T,1,0,0,generated/funsd/T/funsd_057_T.png
funsd,funsd_058.png,T,1,0,0,generated/funsd/T/funsd_058_T.png
funsd,funsd_059.png,T,1,0,0,generated/funsd/T/funsd_059_T.png
funsd,funsd_060.png,T,1,0,0,generated/funsd/T/funsd_060_T.png
funsd,funsd_061.png,T,1,0,0,generated/funsd/T/funsd_061_T.png
funsd,funsd_062.png,T,1,0,0,generated/funsd/T/funsd_062_T.png
funsd,funsd_063.png,T,1,0,0,generated/funsd/T/funsd_063_T.png
funsd,funsd_064.png,T,1,0,0,generated/funsd/T/funsd_064_T.png
funsd,funsd_065.png,T,1,0,0,generated/funsd/T/funsd_065_T.png
funsd,funsd_066.png,T,1,0,0,generated/funsd/T/funsd_066_T.png
funsd,funsd_067.png,T,1,0,0,generated/funsd/T/funsd_067_T.png
funsd,funsd_068.png,T,1,0,0,generated/funsd/T/funsd_068_T.png
funsd,funsd_069.png,T,1,0,0,generated/funsd/T/funsd_069_T.png
funsd,funsd_070.png,T,1,0,0,generated/funsd/T/funsd_070_T.png
funsd,funsd_071.png,T,1,0,0,generated/funsd/T/funsd_071_T.png
funsd,funsd_072.png,T,1,0,0,generated/funsd/T/funsd_072_T.png
funsd,funsd_073.png,T,1,0,0,generated/funsd/T/funsd_073_T.png
funsd,funsd_074.png,T,1,0,0,generated/funsd/T/funsd_074_T.png
funsd,funsd_075.png,T,1,0,0,generated/funsd/T/funsd_075_T.png
funsd,funsd_076.png,T,1,0,0,generated/funsd/T/funsd_076_T.png
funsd,funsd_077.png,T,1,0,0,generated/funsd/T/funsd_077_T.png
funsd,funsd_078.png,T,1,0,0,generated/funsd/T/funsd_078_T.png
funsd,funsd_079.png,T,1,0,0,generated/funsd/T/funsd_079_T.png
funsd,funsd_080.png,T,1,0,0,generated/funsd/T/funsd_080_T.png
funsd,funsd_081.png,T,1,0,0,generated/funsd/T/funsd_081_T.png
funsd,funsd_082.png,T,1,0,0,generated/funsd/T/funsd_082_T.png
funsd,funsd_083.png,T,1,0,0,generated/funsd/T/funsd_083_T.png
funsd,funsd_084.png,T,1,0,0,generated/funsd/T/funsd_084_T.png
funsd,funsd_085.png,T,1,0,0,generated/funsd/T/funsd_085_T.png
funsd,funsd_086.png,T,1,0,0,generated/funsd/T/funsd_086_T.png
funsd,funsd_087.png,T,1,0,0,generated/funsd/T/funsd_087_T.png
funsd,funsd_088.png,T,1,0,0,generated/funsd/T/funsd_088_T.png
funsd,funsd_089.png,T,1,0,0,generated/funsd/T/funsd_089_T.png
funsd,funsd_090.png,T,1,0,0,generated/funsd/T/funsd_090_T.png
funsd,funsd_091.png,T,1,0,0,generated/funsd/T/funsd_091_T.png
funsd,funsd_092.png,T,1,0,0,generated/funsd/T/funsd_092_T.png
funsd,funsd_093.png,T,1,0,0,generated/funsd/T/funsd_093_T.png
funsd,funsd_094.png,T,1,0,0,generated/funsd/T/funsd_094_T.png
funsd,funsd_095.png,T,1,0,0,generated/funsd/T/funsd_095_T.png
funsd,funsd_096.png,T,1,0,0,generated/funsd/T/funsd_096_T.png
funsd,funsd_097.png,T,1,0,0,generated/funsd/T/funsd_097_T.png
funsd,funsd_098.png,T,1,0,0,generated/funsd/T/funsd_098_T.png
funsd,funsd_099.png,T,1,0,0,generated/funsd/T/funsd_099_T.png
funsd,funsd_000.png,TP,1,1,0,generated/funsd/TP/funsd_000_TP.png
funsd,funsd_001.png,TP,1,1,0,generated/funsd/TP/funsd_001_TP.png
funsd,funsd_002.png,TP,1,1,0,generated/funsd/TP/funsd_002_TP.png
funsd,funsd_003.png,TP,1,1,0,generated/funsd/TP/funsd_003_TP.png
funsd,funsd_004.png,TP,1,1,0,generated/funsd/TP/funsd_004_TP.png
funsd,funsd_005.png,TP,1,1,0,generated/funsd/TP/funsd_005_TP.png
funsd,funsd_006.png,TP,1,1,0,generated/funsd/TP/funsd_006_TP.png
funsd,funsd_007.png,TP,1,1,0,generated/funsd/TP/funsd_007_TP.png
funsd,funsd_008.png,TP,1,1,0,generated/funsd/TP/funsd_008_TP.png
funsd,funsd_009.png,TP,1,1,0,generated/funsd/TP/funsd_009_TP.png
funsd,funsd_010.png,TP,1,1,0,generated/funsd/TP/funsd_010_TP.png
funsd,funsd_011.png,TP,1,1,0,generated/funsd/TP/funsd_011_TP.png
funsd,funsd_012.png,TP,1,1,0,generated/funsd/TP/funsd_012_TP.png
funsd,funsd_013.png,TP,1,1,0,generated/funsd/TP/funsd_013_TP.png
funsd,funsd_014.png,TP,1,1,0,generated/funsd/TP/funsd_014_TP.png
funsd,funsd_015.png,TP,1,1,0,generated/funsd/TP/funsd_015_TP.png
funsd,funsd_016.png,TP,1,1,0,generated/funsd/TP/funsd_016_TP.png
funsd,funsd_017.png,TP,1,1,0,generated/funsd/TP/funsd_017_TP.png
funsd,funsd_018.png,TP,1,1,0,generated/funsd/TP/funsd_018_TP.png
funsd,funsd_019.png,TP,1,1,0,generated/funsd/TP/funsd_019_TP.png
funsd,funsd_020.png,TP,1,1,0,generated/funsd/TP/funsd_020_TP.png
funsd,funsd_021.png,TP,1,1,0,generated/funsd/TP/funsd_021_TP.png
funsd,funsd_022.png,TP,1,1,0,generated/funsd/TP/funsd_022_TP.png
funsd,funsd_023.png,TP,1,1,0,generated/funsd/TP/funsd_023_TP.png
funsd,funsd_024.png,TP,1,1,0,generated/funsd/TP/funsd_024_TP.png
funsd,funsd_025.png,TP,1,1,0,generated/funsd/TP/funsd_025_TP.png
funsd,funsd_026.png,TP,1,1,0,generated/funsd/TP/funsd_026_TP.png
funsd,funsd_027.png,TP,1,1,0,generated/funsd/TP/funsd_027_TP.png
funsd,funsd_028.png,TP,1,1,0,generated/funsd/TP/funsd_028_TP.png
funsd,funsd_029.png,TP,1,1,0,generated/funsd/TP/funsd_029_TP.png
funsd,funsd_030.png,TP,1,1,0,generated/funsd/TP/funsd_030_TP.png
funsd,funsd_031.png,TP,1,1,0,generated/funsd/TP/funsd_031_TP.png
funsd,funsd_032.png,TP,1,1,0,generated/funsd/TP/funsd_032_TP.png
funsd,funsd_033.png,TP,1,1,0,generated/funsd/TP/funsd_033_TP.png
funsd,funsd_034.png,TP,1,1,0,generated/funsd/TP/funsd_034_TP.png
funsd,funsd_035.png,TP,1,1,0,generated/funsd/TP/funsd_035_TP.png
funsd,funsd_036.png,TP,1,1,0,generated/funsd/TP/funsd_036_TP.png
funsd,funsd_037.png,TP,1,1,0,generated/funsd/TP/funsd_037_TP.png
funsd,funsd_038.png,TP,1,1,0,generated/funsd/TP/funsd_038_TP.png
funsd,funsd_039.png,TP,1,1,0,generated/funsd/TP/funsd_039_TP.png
funsd,funsd_040.png,TP,1,1,0,generated/funsd/TP/funsd_040_TP.png
funsd,funsd_041.png,TP,1,1,0,generated/funsd/TP/funsd_041_TP.png
funsd,funsd_042.png,TP,1,1,0,generated/funsd/TP/funsd_042_TP.png
funsd,funsd_043.png,TP,1,1,0,generated/funsd/TP/funsd_043_TP.png
funsd,funsd_044.png,TP,1,1,0,generated/funsd/TP/funsd_044_TP.png
funsd,funsd_045.png,TP,1,1,0,generated/funsd/TP/funsd_045_TP.png
